order_id,item_name,item_quantity,date,time
1001,Coconut Pineapple Drink,1,2026-02-23,08:00
1002,Hawaiian BBQ Chicken,4,2026-02-23,09:00
1003,Hawaiian BBQ Chicken,4,2026-02-23,13:00
1004,Grilled Pineapple Pork,3,2026-02-23,17:00
1005,Coconut Pineapple Drink,1,2026-02-23,19:00
1006,Coconut Pineapple Drink,1,2026-02-23,23:00
1007,Hawaiian BBQ Chicken,3,2026-02-24,00:00
1008,Island Shrimp Bowl,3,2026-02-24,03:00
1009,Coconut Pineapple Drink,3,2026-02-24,06:00
1010,Coconut Pineapple Drink,4,2026-02-24,10:00
1011,Coconut Pineapple Drink,4,2026-02-24,13:00
1012,Coconut Pineapple Drink,4,2026-02-24,15:00
1013,Grilled Pineapple Pork,3,2026-02-24,19:00
1014,Coconut Pineapple Drink,3,2026-02-24,23:00
1015,Island Shrimp Bowl,3,2026-02-25,02:00
1016,Island Shrimp Bowl,3,2026-02-25,05:00
1017,Island Shrimp Bowl,2,2026-02-25,06:00
1018,Grilled Pineapple Pork,4,2026-02-25,10:00
1019,Grilled Pineapple Pork,3,2026-02-25,13:00
1020,Coconut Pineapple Drink,1,2026-02-25,17:00
1021,Coconut Pineapple Drink,3,2026-02-25,20:00
1022,Island Shrimp Bowl,2,2026-02-25,23:00
1023,Grilled Pineapple Pork,1,2026-02-26,01:00
1024,Island Shrimp Bowl,4,2026-02-26,05:00
1025,Hawaiian BBQ Chicken,1,2026-02-26,06:00
1026,Coconut Pineapple Drink,3,2026-02-26,11:00
1027,Grilled Pineapple Pork,3,2026-02-26,13:00
1028,Island Shrimp Bowl,1,2026-02-26,17:00
1029,Hawaiian BBQ Chicken,2,2026-02-26,20:00
1030,Coconut Pineapple Drink,2,2026-02-26,21:00
1031,Hawaiian BBQ Chicken,1,2026-02-27,00:00
1032,Coconut Pineapple Drink,3,2026-02-27,05:00
1033,Coconut Pineapple Drink,2,2026-02-27,06:00
1034,Island Shrimp Bowl,3,2026-02-27,10:00
1035,Island Shrimp Bowl,1,2026-02-27,12:00
1036,Island Shrimp Bowl,3,2026-02-27,16:00
1037,Coconut Pineapple Drink,1,2026-02-27,19:00
1038,Hawaiian BBQ Chicken,1,2026-02-27,22:00
1039,Grilled Pineapple Pork,2,2026-02-28,02:00
1040,Hawaiian BBQ Chicken,3,2026-02-28,03:00
1041,Grilled Pineapple Pork,1,2026-02-28,06:00
1042,Hawaiian BBQ Chicken,4,2026-02-28,10:00
1043,Hawaiian BBQ Chicken,3,2026-02-28,14:00
1044,Grilled Pineapple Pork,3,2026-02-28,17:00
1045,Hawaiian BBQ Chicken,1,2026-02-28,19:00
1046,Grilled Pineapple Pork,1,2026-02-28,22:00
1047,Coconut Pineapple Drink,2,2026-03-01,01:00
1048,Hawaiian BBQ Chicken,2,2026-03-01,04:00
1049,Island Shrimp Bowl,4,2026-03-01,07:00
1050,Coconut Pineapple Drink,1,2026-03-01,11:00
